id;ingresos;gastos_financieros;default
4321;1862;590;0
4322;1017;287;1
4323;1264;0;1
4324;1925;786;0
4325;1227;643;0
4326;1092;140;1
4327;1463;728;0
4328;1575;701;0
4329;1155;0;0
4330;1001;0;0
4331;1015;246;1
4332;998;123;0
4333;1841;207;1
4334;2051;154;1
4335;1022;0;1
4336;1141;434;0
4337;915;0;0
4338;1843;442;0
4339;994;0;0
4340;1288;249;1
4341;2117;108;0
4342;1596;163;1
4343;1112;356;1
4344;3066;1586;0
4345;1227;207;0
4346;798;175;0
4347;1344;589;0
4348;1106;82;1
4349;903;0;1
4350;1701;1142;0
4351;1456;14;0
4352;940;0;0
4353;1232;44;0
4354;1484;30;0
4355;1274;505;0
4356;1295;240;1
4357;991;0;0
4358;1057;0;0
4359;1225;0;1
4360;1144;0;0
4361;1068;379;1
4362;991;0;1
4363;1055;43;1
4364;1253;0;0
4365;1519;467;0
4366;1232;199;0
4367;1687;239;0
4368;1252;0;0
4369;1491;0;1
4370;1120;22;1
4371;1316;264;0
4372;1323;269;1
4373;1134;208;1
4374;1134;96;1
4375;1540;295;0
4376;1169;0;0
4377;1435;147;0
4378;1138;280;0
4379;1316;274;1
4380;1141;0;0
4381;1155;167;0
4382;2198;1242;1
4383;1404;432;0
4384;1085;205;0
4385;1344;0;0
4386;1372;112;0
4387;1411;1012;0
4388;1080;503;0
4389;1372;229;0
4390;1260;21;0
4391;1150;249;0
4392;1169;134;0
4393;1195;0;0
4394;1029;0;0
4395;1624;210;0
4396;1468;117;0
4397;1061;208;0
4398;1239;100;1
4399;1043;206;0
4400;845;180;0
4401;1330;0;0
4402;1260;148;1
4403;1337;645;1
4404;1309;402;0
4405;2058;1374;0
4406;1112;1011;0
4407;1290;139;0
4408;1064;111;0
4409;1190;636;0
4410;1138;314;0
4411;1659;676;1
4412;1188;34;0
4413;1064;88;1
4414;1023;959;0
4415;1638;141;1
4416;1148;88;0
4417;1372;134;0
4418;1484;242;0
4419;1393;721;1
4420;1092;138;0
4421;1264;121;0
4422;1907;0;0
4423;1197;119;0
4424;1484;154;0
4425;1225;0;0
4426;1049;64;0
4427;1484;978;0
4428;1134;304;0
4429;1017;0;0
4430;1162;148;0
4431;1477;187;1
4432;1328;119;1
4433;1169;383;0
4434;1519;466;0
4435;1022;44;0
4436;1344;306;1
4437;1127;98;0
4438;1246;187;0
4439;1120;0;0
4440;2155;1199;0
4441;1050;0;0
4442;1050;0;0
4443;1281;0;0
4444;1183;78;0
4445;1267;148;0
4446;1078;55;1
4447;1386;213;0
4448;998;0;1
4449;1512;183;0
4450;1344;0;0
4451;1421;206;1
4452;1113;217;0
4453;1633;549;0
4454;1491;351;0
4455;1358;973;1
4456;1430;572;0
4457;1354;105;0
4458;980;0;0
4459;1138;0;0
4460;1208;143;0
4461;1211;0;0
4462;1190;58;0
4463;1064;57;0
4464;2391;1412;0
4465;2408;148;0
4466;3269;1368;0
4467;1841;815;0
4468;1341;0;0
4469;1271;414;0
4470;973;162;0
4471;952;0;0
4472;1477;201;0
4473;1246;165;1
4474;1064;28;0
4475;1134;183;0
4476;921;140;0
4477;1197;236;0
4478;1862;367;0
4479;1225;0;0
4480;952;28;0
4481;1029;411;0
4482;1190;87;1
4483;947;0;0
4484;2289;1201;0
4485;1092;183;1
4486;1239;385;1
4487;1750;446;0
4488;1232;115;1
4489;1195;714;0
4490;924;200;1
4491;1596;1163;0
4492;1022;133;1
4493;1358;65;0
4494;1001;219;1
4495;1092;420;0
4496;979;0;0
4497;2086;379;0
4498;1631;1622;1
4499;1253;38;0
4500;1519;1911;0
4501;1197;0;0
4502;1197;412;1
4503;1498;0;0
4504;1386;0;1
4505;3185;1602;0
4506;947;0;1
4507;2212;425;0
4508;1281;0;0
4509;1239;221;1
4510;1112;0;0
4511;1010;0;1
4512;1398;112;1
4513;1519;0;0
4514;1106;0;1
4515;1239;68;0
4516;1214;712;0
4517;1722;412;0
4518;1697;522;0
4519;1672;514;0
4520;1274;0;0
4521;1575;847;0
4522;1672;1064;0
4523;1316;75;1
4524;1106;0;1
4525;945;184;1
4526;1500;517;0
4527;1176;493;1
4528;1393;103;0
4529;1456;1103;0
4530;1190;222;0
4531;1418;444;0
4532;1119;85;0
4533;1841;763;0
4534;1155;574;0
4535;938;0;1
4536;1302;183;0
4537;1029;136;1
4538;1442;68;0
4539;1017;262;0
4540;1183;680;1
4541;1303;0;0
4542;1323;312;0
4543;1106;187;0
4544;1246;208;0
4545;1182;876;0
4546;1043;0;0
4547;1897;0;1
4548;987;0;0
4549;1267;275;0
4550;1722;0;0
4551;1309;0;0
4552;1428;238;0
4553;1309;61;0
4554;1443;327;0
4555;794;77;0
4556;1264;278;1
4557;1348;95;0
4558;1071;192;0
4559;1182;225;0
4560;973;0;0
4561;1882;906;0
4562;1093;34;1
4563;1456;635;1
4564;1049;0;0
4565;1176;0;0
4566;1372;130;1
4567;1085;29;1
4568;1141;0;0
4569;1225;26;0
4570;1456;134;0
4571;1252;1094;1
4572;1334;418;0
4573;1337;101;0
4574;1484;889;0
4575;1120;99;0
4576;928;0;1
4577;1182;379;0
4578;1214;276;0
4579;1120;366;1
4580;1831;618;0
4581;994;0;0
4582;994;0;0
4583;1295;560;0
4584;833;155;1
4585;1148;136;0
4586;1316;0;0
4587;2270;390;0
4588;1176;108;0
4589;1085;282;0
4590;1134;114;0
4591;1631;1203;0
4592;1246;290;0
4593;1911;910;0
4594;994;0;0
4595;1197;491;1
4596;3199;3198;0
4597;1120;140;1
4598;1793;145;0
4599;1977;216;1
4600;1260;96;0
4601;1290;360;1
4602;1078;0;0
4603;1155;91;0
4604;1208;117;0
4605;1365;99;0
4606;1253;48;0
4607;1074;192;0
4608;2163;579;0
4609;1302;254;0
4610;928;0;1
4611;921;105;0
4612;1085;262;0
4613;910;181;1
4614;1182;0;0
4615;1526;222;0
4616;1288;466;0
4617;938;0;1
4618;2034;333;0
4619;1195;496;0
4620;1295;32;0
4621;994;64;0
4622;1400;1096;0
4623;1120;202;0
4624;1188;46;1
4625;1162;22;1
4626;1008;155;0
4627;1036;0;1
4628;1169;145;0
4629;1820;100;0
4630;1533;137;0
4631;1659;792;0
4632;1093;173;1
4633;1036;132;0
4634;1328;225;1
4635;973;0;0
4636;1392;1074;1
4637;1106;338;0
4638;1344;178;0
4639;2034;442;1
4640;1710;420;1
4641;1484;84;0
4642;1505;83;0
4643;1337;152;0
4644;1736;1109;0
4645;1710;646;0
4646;2085;215;0
4647;1169;0;1
4648;1295;97;0
4649;1078;0;0
4650;947;249;0
4651;1278;368;0
4652;1071;639;1
4653;1225;107;0
4654;1672;462;0
4655;1204;474;1
4656;1078;0;0
4657;1057;0;0
4658;1214;469;1
4659;1435;238;1
4660;1022;0;0
4661;959;163;1
4662;1253;75;0
4663;1204;0;0
4664;928;0;0
4665;1295;255;1
4666;1673;133;1
4667;1023;0;0
4668;1841;943;0
4669;1078;523;0
4670;1841;871;1
4671;1512;261;1
4672;742;220;1
4673;1239;0;0
4674;1015;169;0
4675;1996;334;0
4676;1850;93;0
4677;1652;625;0
4678;1099;197;0
4679;1253;0;0
4680;1225;123;0
4681;1211;0;0
4682;921;268;0
4683;1134;183;1
4684;1918;807;0
4685;1491;117;0
4686;1183;59;1
4687;947;135;0
4688;1608;1038;1
4689;2093;1619;0
4690;1344;771;1
4691;1435;301;1
4692;1778;1042;0
4693;1106;113;1
4694;1617;440;1
4695;2310;667;0
4696;1952;43;1
4697;1351;448;0
4698;1303;295;1
4699;1190;0;0
4700;1211;0;0
4701;1042;145;1
4702;938;89;1
4703;1577;0;0
4704;1182;445;0
4705;3031;457;0
4706;847;182;0
4707;1743;220;0
4708;1309;199;0
4709;1232;0;0
4710;1246;626;0
4711;1042;69;0
4712;1500;531;0
4713;1561;391;0
4714;1233;403;0
4715;1360;276;0
4716;1806;0;1
4717;1323;251;1
4718;1064;0;0
4719;1757;402;0
4720;5544;524;0
4721;1043;193;0
4722;1050;47;0
4723;1456;457;1
4724;1190;25;0
4725;1148;0;0
4726;1214;336;0
4727;973;508;0
4728;1144;147;0
4729;1218;196;0
4730;1264;133;0
4731;1087;77;0
4732;1169;0;1
4733;1442;560;0
4734;1015;0;1
4735;1071;57;1
4736;1297;44;0
4737;1694;694;0
4738;1344;86;0
4739;3934;350;1
4740;1393;0;1
4741;1813;198;0
4742;1303;65;1
4743;1988;44;1
4744;1258;268;0
4745;1119;116;0
4746;1393;413;1
4747;1274;91;0
4748;1008;113;0
4749;1068;0;0
4750;1208;1333;0
4751;1218;46;0
4752;1827;0;0
4753;1428;0;0
4754;1218;246;0
4755;1112;51;0
4756;1373;305;1
4757;1463;356;1
4758;1113;61;0
4759;1421;260;0
4760;1195;159;0
4761;952;0;0
4762;994;26;0
4763;1351;84;0
4764;1442;419;0
4765;1001;254;0
4766;1148;378;0
4767;2123;132;0
4768;1561;124;0
4769;1400;0;1
4770;1344;238;0
4771;1498;0;0
4772;1141;0;0
4773;1015;0;0
4774;1232;0;0
4775;1533;752;0
4776;1204;683;0
4777;1393;283;0
4778;1757;35;0
4779;1638;305;0
4780;1071;95;0
4781;1827;845;0
4782;1551;420;1
4783;1813;424;0
4784;1155;0;1
4785;1379;121;1
4786;1354;36;0
4787;1365;102;0
4788;1134;0;0
4789;1134;62;0
4790;1330;0;0
4791;1309;26;0
4792;1211;0;0
4793;2240;401;0
4794;1208;149;0
4795;1435;0;0
4796;1484;531;0
4797;1085;0;0
4798;1354;0;1
4799;1309;0;1
4800;2391;107;0
4801;1214;749;0
4802;1519;387;0
4803;1061;513;0
4804;1519;548;1
4805;1246;447;1
4806;1316;481;0
4807;1351;0;0
4808;0;0;0
4809;1071;78;0
4810;1204;588;1
4811;1264;109;1
4812;952;0;1
4813;1232;66;1
4814;1150;40;1
4815;1106;65;0
4816;1442;550;0
4817;1316;119;0
4818;1841;282;0
4819;1316;86;0
4820;1316;0;0
4821;1042;450;0
4822;1106;93;1
4823;1365;96;0
4824;966;0;1
4825;1138;208;0
4826;1589;1274;0
4827;1540;1177;0
4828;1519;209;1
4829;985;0;0
4830;1274;212;1
4831;1001;50;0
4832;1162;0;0
4833;1367;438;1
4834;2226;552;0
4835;1337;497;1
4836;1519;129;0
4837;1127;0;0
4838;1078;0;1
4839;1080;121;0
4840;1232;62;0
4841;1043;0;0
4842;1494;234;1
4843;1869;554;1
4844;1351;157;0
4845;1323;184;1
4846;1358;231;0
4847;1211;833;0
4848;985;0;0
4849;1036;0;0
4850;1400;377;0
4851;1302;0;1
4852;877;0;0
4853;1295;38;0
4854;1049;0;0
4855;1638;97;0
4856;2667;772;0
4857;1023;0;1
4858;1211;366;0
4859;1010;0;0
4860;1274;99;1
4861;1260;68;1
4862;1264;335;0
4863;1799;92;0
4864;1197;542;0
4865;1456;299;1
4866;1050;0;0
4867;1631;523;1
4868;1302;157;0
4869;1519;91;1
4870;994;255;0
4871;1232;334;1
4872;1260;0;0
4873;1386;268;0
4874;1220;366;0
4875;1365;0;0
4876;1792;2267;1
4877;1057;93;0
4878;940;0;0
4879;1792;568;0
4880;3409;269;0
4881;1302;242;0
4882;1323;521;0
4883;1946;685;0
4884;1064;0;0
4885;1232;349;0
4886;1085;0;0
4887;1771;311;1
4888;1462;116;1
4889;1022;0;0
4890;1297;40;0
4891;1659;352;1
4892;1050;183;0
4893;1125;0;0
4894;1169;48;0
4895;1463;469;1
4896;1099;205;0
4897;959;36;0
4898;1400;210;0
4899;1061;380;0
4900;1722;284;0
4901;1290;254;0
4902;1281;0;0
4903;934;103;0
4904;1827;575;0
4905;903;0;0
4906;1309;170;1
4907;1036;198;1
4908;1309;0;1
4909;2270;1512;0
4910;1080;364;0
4911;1274;0;0
4912;1575;347;0
4913;1148;151;0
4914;2149;717;0
4915;1163;64;0
4916;1214;46;0
4917;1757;976;1
4918;1330;316;0
4919;1155;162;0
4920;1288;243;0
4921;1092;314;0
4922;1001;71;0
4923;1386;0;0
4924;1316;626;0
4925;883;0;1
4926;1694;322;1
4927;938;34;0
4928;1442;550;0
4929;1127;0;0
4930;896;204;1
4931;1208;0;0
4932;1694;30;1
4933;1309;232;0
4934;1344;273;0
4935;1407;163;0
4936;1407;263;1
4937;1673;352;0
4938;1125;258;1
4939;1841;802;0
4940;2114;1338;0
4941;1952;413;0
4942;1869;3088;0
4943;1288;86;0
4944;1029;338;0
4945;1487;109;0
4946;1253;414;1
4947;973;0;1
4948;924;0;0
4949;1449;658;0
4950;1316;146;0
4951;1470;249;0
4952;1673;480;0
4953;1127;329;0
4954;1392;134;1
4955;1365;94;0
4956;1218;304;1
4957;1218;21;0
4958;1470;271;0
4959;1302;378;0
4960;1042;0;0
4961;1225;86;1
4962;1134;0;1
4963;991;349;0
4964;940;27;1
4965;864;667;0
4966;1456;391;1
4967;1575;343;0
4968;994;112;0
4969;2506;403;0
4970;1093;498;0
4971;1218;119;0
4972;2072;124;0
4973;987;120;1
4974;1225;314;0
4975;1134;0;1
4976;1225;319;0
4977;1513;253;0
4978;966;0;0
4979;1134;28;0
4980;1071;72;0
4981;1281;382;1
4982;1225;0;0
4983;1042;0;0
4984;1195;391;0
4985;1365;0;1
4986;1589;614;1
4987;1474;0;0
4988;1568;604;0
4989;966;97;1
4990;2450;526;1
4991;1411;342;0
4992;1253;0;1
4993;921;204;0
4994;1582;100;0
4995;1358;28;0
4996;813;81;0
4997;2051;135;0
4998;1659;329;1
4999;1827;455;0
5000;1694;79;1
